경찰서,서울강남서,서울강동서,서울강북서,서울강서서,서울관악서,서울광진서,서울구로서,서울금천서,서울남대문서,서울노원서,서울도봉서,서울동대문서
2016년 범죄발생건수,20917,11821,10266,16160,15809,13080,14613,11600,6011,11814,7041,12699
